1, 100, 719326.135276, 752269.974649, 648861.896234, 767565.742006, 858545.966551, 835400.950686, 735283.304657, 803955.460867, 977230.528682, 687616.035206 
1, 1000, 4250562.136843, 4950323.503641, 5122006.187383, 6236085.733707, 7052584.066802, 8595495.960117, 4481752.544515, 6437201.877088, 5045077.769874, 3356763.542863 
1, 10000, 12444187.817638, 10993069.968692, 10606984.699425, 9409116.869700, 9343314.484754, 9522168.083407, 4529104.478288, 6812063.346739, 5091507.111563, 3391874.831678 
1, 100000, 16145190.468848, 13990492.900454, 11956829.627493, 10554722.436131, 11394979.030390, 12292702.019494, 4873562.487917, 7247698.203528, 5957642.827636, 3769665.875665 
4, 100, 1556056.951684, 2513178.479653, 2542491.387310, 1808817.078851, 2546311.031893, 1511.459592, 1769167.827683, 1952324.242010, 1664579.007162, 1589483.974028 
4, 1000, 6308183.132865, 8683401.027681, 8690135.826823, 7915932.793731, 4668730.245435, 7550617.451742, 2152030.171463, 2381476.872883, 4469618.328117, 2310422.605175 
4, 10000, 5028639.358305, 3303546.357014, 10161963.921471, 2181362.039185, 1629582.993379, 3137.777289, 441287.946088, 1467619.920049, 1942836.881844, 1321676.717412 
4, 100000, 4997769.245697, 3106361.201810, 13474032.322789, 2324342.048061, 3969013.632738, 1290.638763, 1966118.276957, 1583125.916793, 3222754.243445, 2724469.000992 
16, 100, 2505598.446529, 3466294.617711, 2540961.086769, 2820441.857472, 2625968.531050, 2608054.977799, 1991823.564269, 2541231.480776, 2093021.734723, 1735838.002918 
16, 1000, 6706719.755942, 3799376.759735, 3521523.551950, 3327903.996626, 1003917.411228, 1057.182876, 139303.202248, 5921850.815254, 4440153.529409, 2276162.532231 
16, 10000, 3123664.145505, 1056428.522059, 9242392.961825, 2424731.521981, 1476717.058990, 1056.894778, 1065657.879396, 703616.565841, 2001498.622093, 808488.948002 
16, 100000, 4279579.172718, 1185638.803565, 17568589.365035, 2047322.911987, 1353874.797879, 1071.703729, 2194313.928900, 2071335.671654, 2677460.939694, 1282518.120703 
24, 100, 4343726.301806, 4896080.687410, 3124011.543223, 460270.681352, 4249607.796614, 3715452.100856, 2361914.134580, 2067074.856532, 2484904.206943, 1845249.673814 
24, 1000, 9540368.878363, 9955416.327215, 5350558.564873, 8268964.611932, 1506909.178584, 1037.676922, 199065.011547, 2430361.780617, 1946306.749135, 1205057.324326 
24, 10000, 3079558.231213, 616875.508585, 9903226.904592, 1494141.936387, 1085093.929506, 2540.818993, 950534.881622, 7471498.800404, 1374994.316690, 648478.847092 
24, 100000, 4475991.297420, 548957.640285, 18273307.649590, 1852794.459604, 1299121.179869, 1059.344417, 2287909.024546, 2042829.571552, 2723828.810982, 978434.582649 
32, 100, 3370581.772947, 5203480.478005, 3279132.013756, 6234547.576417, 4892203.356663, 1026.998122, 1655134.174486, 1285808.253041, 2317527.314232, 47794.899421 
32, 1000, 2439714.278962, 723064.835032, 2363001.307035, 1869315.455512, 429454.138962, 1025.960024, 1437671.181149, 5008831.195502, 1943689.611234, 463899.917304 
32, 10000, 3292870.472367, 488223.538664, 9534118.289210, 1465044.865053, 902895.040683, 2357.371738, 1265668.871865, 976950.194313, 2075625.236860, 782069.452602 
32, 100000, 3806915.143582, 477464.507739, 21959418.308734, 1590364.784495, 1167625.334805, 1026.588578, 2236537.545774, 2164461.554495, 3300781.827516, 957915.708377 
48, 100, 5439007.199886, 4967524.806577, 1421911.297618, 5477957.497897, 26168.461323, 1018.178333, 32506.417258, 3520068.054649, 2745642.008323, 69025.005689 
48, 1000, 2904090.944512, 411983.961121, 3055759.007566, 1578728.267942, 174738.672309, 1018.528479, 238906.663959, 192395.530580, 3750251.677046, 967765.934518 
48, 10000, 3745277.877576, 504532.722505, 9703692.885883, 1170671.334940, 1007541.932043, 1018.485373, 648788.180191, 1282472.524950, 1660515.264805, 952291.465325 
48, 100000, 4672972.058439, 455938.632028, 20079366.288841, 1221589.563730, 918422.554150, 1018.469655, 2239761.880462, 2118217.579235, 2717529.019254, 1140853.747991 
64, 100, 3267880.411916, 3151012.779819, 1108710.445023, 2359176.514693, 1433428.768333, 1014.147590, 35267.057506, 62106.260260, 2536971.403179, 1180852.985464 
64, 1000, 3294437.183242, 489176.197016, 2521641.893045, 1339813.985669, 389819.550581, 1013.755240, 149829.374542, 228147.815929, 387369.265823, 316792.708256 
64, 10000, 3992850.227695, 506002.176070, 12005998.196699, 1094145.019208, 775943.336592, 1013.808413, 1124606.844256, 1626974.670597, 1373439.984096, 971264.197191 
64, 100000, 4369018.918486, 452260.516948, 20943357.955392, 1200462.487102, 1160947.980672, 1013.803156, 2256493.692507, 2148909.799132, 2836816.708293, 969616.191560 
